path,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
"[4, 8, 9, 10, 13]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.939378175002967e-304,0.0,0.0
"[4, 8, 9, 14]",622.8329410497279,725.5714557500504,634.2376735052386,499.361322194263,937.9700120952666,1019.778434693297,615.6081573282811,401.05141499721515,351.4671413494947,594.8272988441256
"[4, 3, 10, 9, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[4, 5, 7, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[4, 8, 7, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[4, 8, 9, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[4, 3, 10, 9, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[4, 8, 9, 14, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[4, 3, 10, 9, 14, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[4, 5, 7, 6, 17, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[4, 8, 7, 6, 17, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[4, 8, 9, 14, 21, 20]",4.815994190348016e-30,8.455557949549602e-42,6.004188929772455e-05,6.470627239129591e-15,6.987203524310424e-50,2.6046298130849983e-18,4.588737154451853e-22,0.09999756956592018,9.70160470059487e-13,6.731626482594894e-14
"[4, 5, 7, 6, 17, 19, 20]",0.1,0.1,0.09993995811070228,0.09999999999999354,0.1,0.1,0.1,2.430434079837494e-06,0.09999999999902985,0.09999999999993268
"[4, 8, 9, 14, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[4, 3, 10, 9, 14, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[4, 3, 10, 13, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[4, 8, 9, 10, 13, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6172133917494212e-306,0.0,0.0
"[5, 1, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 3, 2, 0]",2.7368340743605866e-134,5.716055215383453e-134,6.123188038933158e-135,6.60038939998698e-134,2.1826645545031452e-134,1.8320652158838724e-134,1.0911025680942464e-133,5.560627445955881e-135,6.218644283816312e-134,6.4312472857559525e-133
"[5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 3, 2, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 1, 0, 2]",1.3340325852263633e-216,6.4042055236384264e-217,5.963737947173236e-216,5.52845354723773e-217,1.6764713527674108e-216,1.9973470584541596e-216,3.3486009221181218e-217,6.541978673978142e-216,5.877937301355112e-217,5.67368495417e-218
"[5, 4, 3, 2]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 1, 0, 2, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 7, 8, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 7, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 8, 7, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 4, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 7, 8]",6.988126805816182e-69,3.33859020281658e-61,4.801840708826824e-79,1.6638617784487417e-76,4.065011051400403e-54,7.104379048112784e-70,1.9093914801148657e-76,1.8271634568326808e-91,2.25216283315849e-77,2.0524434261313797e-89
"[5, 4, 8, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 7, 8, 9]",6.988126805816182e-69,3.3385902028150624e-61,4.801840708827917e-79,1.66386177844912e-76,4.065011051400403e-54,7.104379048112784e-70,1.9093914801148657e-76,1.827163456832473e-91,2.252162833157978e-77,2.052443426130913e-89
"[5, 4, 3, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 7, 8, 9, 10]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 1, 0, 2, 11]",1.3340325852263633e-216,6.404205523639882e-217,5.963737947173236e-216,5.52845354723773e-217,1.6764713527674108e-216,1.9973470584541596e-216,3.348600922119264e-217,6.541978673977397e-216,5.877937301355781e-217,5.673684954168065e-218
"[5, 4, 3, 2, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 1, 0, 2, 11, 12]",1.3340325852263633e-216,6.4042055236384264e-217,5.963737947174592e-216,5.528453547238987e-217,1.676471352767792e-216,1.9973470584541596e-216,3.3486009221185026e-217,6.541978673977397e-216,5.877937301351771e-217,5.673684954170645e-218
"[5, 4, 3, 2, 11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 3, 10, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 1, 0, 2, 3, 10, 13]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 4, 8, 9, 14]",652.2757082117207,648.6285241609319,599.7992775872481,731.5200089601519,629.013309886776,429.361393966763,511.42841315913387,582.6117938429273,519.449104642332,314.929706373146
"[5, 7, 8, 9, 14]",4.558185361338096e-65,2.1655048360295877e-57,2.8801405882433684e-75,1.2171481830792777e-72,2.5569460561676907e-50,3.0503460913666635e-66,9.765170547744936e-73,1.0645269792291693e-87,1.1698839671926494e-73,6.463754055390493e-86
"[5, 7, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 8, 7, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 4, 8, 9, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 7, 8, 9, 16]",6.988126805820948e-69,3.338590202814303e-61,4.801840708825733e-79,1.6638617784487417e-76,4.065011051400403e-54,7.1043790481144e-70,1.9093914801139974e-76,1.827163456833304e-91,2.252162833156954e-77,2.052443426132313e-89
"[5, 7, 6, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 8, 7, 6, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 7, 15, 16, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 8, 9, 14, 18]",5.0088712127398686e-264,4.636036372537285e-258,5.79502785342512e-206,2.3579128433898937e-231,1.0800640139331145e-267,2.188596778844575e-228,1.2777135272626574e-234,8.93735992325796e-261,2.97146149737745e-255,2.3631835566396368e-253
"[5, 7, 6, 17, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 8, 7, 6, 17, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 7, 6, 17, 19, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 8, 9, 14, 21, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 4, 8, 9, 14, 21]",0.0,0.0,3.5935403680410137e-301,3.831832988343e-312,0.0,2.217917813e-314,1.94194191138377e-310,2.0095093480245672e-281,2.2932861828280945e-306,3.2333029683148645e-298
"[5, 7, 6, 17, 19, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 4, 3, 10, 13, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[5, 7, 8, 9, 10, 13, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[5, 1, 0, 2, 11, 12, 23]",2.0166374735400683e-213,1.0603693087402256e-213,2.6028077698277244e-212,9.729294687284975e-214,5.5173734295166596e-213,7.604927020084633e-213,1.4196859090412317e-213,2.809302792807628e-212,7.706793012585896e-214,2.309333487625369e-214
"[5, 4, 3, 2, 11, 12, 23]",151.1685318539904,165.57390371468844,436.4389905931817,175.98582685282315,329.1063351847725,380.7514066171169,423.96390076319324,429.4270789939747,131.11390301509397,407.0253294428802
"[6, 7, 5, 1, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 17, 15, 7, 5, 1, 0]",5.5185825582944155e-306,3.31698524174263e-306,4.376309524429886e-306,7.195727685602499e-306,3.1809184170006695e-306,4.2060754803839907e-306,2.1705084352454218e-306,3.6289526571466575e-306,3.446329271883113e-306,4.9622156314817525e-306
"[6, 7, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 17, 15, 7, 5, 1]",5.5185825582944155e-306,3.316985241743007e-306,4.376309524430881e-306,7.195727685604136e-306,3.180918416999946e-306,4.2060754803854256e-306,2.1705084352459154e-306,3.6289526571466575e-306,3.446329271883113e-306,4.962215631480061e-306
"[6, 7, 5, 1, 0, 2]",316.7317275434719,463.03381911433826,223.1039510069727,569.9357016722051,394.4735755681645,511.48532643908663,220.86201104077523,50.60138227927459,425.31252636646195,562.0169114620951
"[6, 17, 15, 7, 5, 1, 0, 2]",1.74791018728026e-302,1.5358763444299864e-302,9.763719457299752e-303,4.1011021075369055e-302,1.2547882615445942e-302,2.1513458901116434e-302,4.7938285798927006e-303,1.8363002067770902e-303,1.465767009315629e-302,2.788849103213036e-302
"[6, 7, 5, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 17, 15, 9, 10, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 7, 5, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 17, 15, 7, 5, 4]",5.518582558295043e-306,3.3169852417418756e-306,4.376309524430881e-306,7.195727685602499e-306,3.1809184169988614e-306,4.206075480386382e-306,2.1705084352451752e-306,3.6289526571466575e-306,3.4463292718835047e-306,4.962215631480061e-306
"[6, 7, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 17, 15, 7, 5]",5.5185825582944155e-306,3.31698524174263e-306,4.376309524430881e-306,7.195727685604954e-306,3.180918416999223e-306,4.206075480385904e-306,2.1705084352456684e-306,3.6289526571466575e-306,3.446329271883896e-306,4.962215631479496e-306
"[6, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 17, 15, 7]",5.5185825582944155e-306,3.31698524174263e-306,4.376309524430881e-306,7.195727685604136e-306,3.1809184169985e-306,4.206075480386382e-306,2.1705084352459154e-306,3.628952657147483e-306,3.446329271883113e-306,4.962215631479496e-306
"[6, 7, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 17, 15, 7, 8]",5.5185825582944155e-306,3.31698524174263e-306,4.376309524430881e-306,7.195727685605771e-306,3.1809184169985e-306,4.20607548038686e-306,2.170508435246409e-306,3.6289526571483074e-306,3.446329271882329e-306,4.962215631479496e-306
"[6, 7, 8, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 15, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 8, 9, 10]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 15, 9, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 8, 9, 10, 11]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 15, 9, 10, 11]",2165.596912077411,2256.3568532194918,2301.637831890083,1965.230135731495,2288.6823467694417,2249.534851911685,2487.0646000579177,2128.7754944752587,2171.689552398097,1901.0527262920568
"[6, 7, 8, 9, 10, 11, 12]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 19, 20, 23, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 8, 9, 10, 13]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 15, 9, 10, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 8, 9, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 15, 9, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 15, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 15, 16]",3253.124933187347,2742.759451850929,2872.2700439557584,2778.911203080775,3207.0814474002264,2883.9292078160456,3066.207548645484,2748.3437540689483,2800.4734875581744,2930.6661713447133
"[6, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 15, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 19, 18]",1101.914683215514,1116.2078401169977,844.8791398348227,1291.698520037985,1768.9803168327917,1063.4711015783455,1376.4265256232948,1234.4504092989625,1502.4719312081966,1107.568182349404
"[6, 7, 15, 16, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 15, 17, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 19, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 15, 17, 19, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 19, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 8, 9, 14, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 19, 21, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 8, 9, 10, 13, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[6, 17, 19, 20, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[6, 7, 15, 17, 19, 20, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 5, 1, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 4, 5, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 4, 5, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 5, 1, 0, 2]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 4, 3, 2]",8.925072723517967e-182,1.2344069456554801e-179,3.2953029705234987e-177,2.681482867419757e-179,5.707876192874064e-178,7.446675372946464e-177,6.0299617472545655e-179,3.7706412286986603e-180,1.0726428103256023e-178,4.609730171779079e-181
"[7, 5, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 4, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 5, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 15, 17, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 5, 4, 8]",3.30684162763087e-109,1.4390128769756964e-116,9.575480334438811e-99,1.061331725545361e-101,5.7302255037501576e-124,8.086235297641415e-109,3.724672983215297e-101,6.901941865856736e-86,1.601410170292239e-100,1.857149047017731e-88
"[7, 8, 9]",0.09999600710814996,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999575096144,0.1,0.09999999999999996
"[7, 15, 9]",3.992891850038837e-06,4.929877655637555e-30,3.270122518836798e-67,2.766819485596558e-51,5.161000198391386e-26,5.160200189366262e-45,2.1600610522527565e-36,4.2490385571089205e-09,2.307839449645414e-29,3.978301614222299e-17
"[7, 5, 4, 3, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 4, 3, 10]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 8, 9, 10, 11]",1957.052404194714,1907.3213130159977,1763.828251135034,1885.681638479487,1551.0088444628504,1911.3233056885992,2132.794964276524,1597.3669808299105,2036.9372686407262,2309.3734466725073
"[7, 15, 9, 10, 11]",0.07814610623755139,9.402860723160988e-26,5.767934483399824e-63,5.217340700975502e-47,8.004756953981385e-22,9.862810883952217e-41,4.606967334774528e-32,6.78727417979131e-05,4.700924185022046e-25,9.187384110737264e-13
"[7, 8, 9, 10, 11, 12]",1.5824831168026492e-257,7.960173617119226e-257,1.077580337556548e-267,1.1848757146174706e-236,3.261347004188795e-249,1.197711753123615e-239,6.814532385692206e-301,2.2285415312990592e-225,3.679616547094181e-259,6.604856344127761e-282
"[7, 5, 1, 0, 2, 11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 9, 10, 13]",0.09999600710814996,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999575096144,0.1,0.09999999999999996
"[7, 15, 9, 10, 13]",3.992891850038837e-06,4.929877655638676e-30,3.2701225188382854e-67,2.766819485598445e-51,5.1610001983925595e-26,5.160200189365089e-45,2.1600610522527565e-36,4.249038557107954e-09,2.3078394496464637e-29,3.978301614223204e-17
"[7, 8, 9, 14]",0.09999600710814996,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999575096144,0.1,0.09999999999999996
"[7, 15, 9, 14]",3.992891850038837e-06,4.929877655635313e-30,3.2701225188375415e-67,2.7668194855953e-51,5.161000198390213e-26,5.160200189365089e-45,2.1600610522532476e-36,4.2490385571089205e-09,2.3078394496459388e-29,3.978301614222299e-17
"[7, 15]",6490.813592511362,6670.856281173862,6560.001129603122,6764.367743582227,6852.635338921836,6579.311836908274,6745.39466348404,6604.104733346453,6611.649381206422,6601.461250445791
"[7, 8, 9, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 15, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 9, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 6, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 15, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 15, 16, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 8, 9, 14, 18]",0.0,1.5477827e-317,2.7826800655381048e-283,3.923241057030729e-306,4.3903e-320,1.554862110038346e-296,2.439655322983386e-309,0.0,0.0,0.0
"[7, 6, 17, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 15, 17, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 6, 17, 19, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 15, 17, 19, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 6, 17, 19, 21]",1423.891644962576,1316.3603378685127,1543.9741885874694,1379.9552167057993,1679.4507940923386,1639.7266166192107,1489.5490059851466,1616.7848404819233,1189.7737583659803,1436.1839381782984
"[7, 8, 9, 14, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[7, 8, 9, 10, 13, 22]",905.1633475751892,942.8654796945723,583.6405447755672,686.9853917076375,948.6932006595054,387.2344647715213,711.5432010402068,923.9408177948079,881.3707517310581,1062.0612912778995
"[7, 15, 9, 10, 13, 22]",0.03614363671116012,4.6482114606214266e-26,1.9085760883776264e-63,1.9007645680964432e-47,4.89620579681738e-22,1.9982073584426928e-41,1.5369767555615047e-32,3.925860326107314e-05,2.0340621906094952e-25,4.2252001494967707e-13
"[7, 6, 17, 19, 20, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[7, 15, 17, 19, 20, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 4, 5, 1, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 7, 5, 1, 0]",1.0673664419541277e-144,7.18126034371187e-143,1.4632849939553894e-152,4.0235494117850934e-143,3.886654062934457e-143,3.9303155908989294e-147,2.24486599781931e-146,3.461474466324705e-154,3.04243540349674e-144,4.611193190094944e-149
"[8, 4, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 7, 5, 1]",1.0673664419541277e-144,7.18126034371187e-143,1.4632849939553894e-152,4.0235494117850934e-143,3.886654062934457e-143,3.930315590900717e-147,2.24486599781931e-146,3.461474466323918e-154,3.04243540349674e-144,4.611193190095993e-149
"[8, 4, 3, 2]",271.56490098243717,288.18709434984584,121.62550419183785,631.6873431602766,392.50388829592185,68.85095436625221,1e-07,169.4755669666247,1e-07,165.3576672828408
"[8, 9, 10, 3, 2]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 9, 10, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 7, 5, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 4, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 7, 5]",1.0673664419540063e-144,7.181260343710237e-143,1.4632849939553894e-152,4.023549411785551e-143,3.886654062934899e-143,3.930315590899823e-147,2.244865997819565e-146,3.4614744663243117e-154,3.042435403496394e-144,4.611193190095469e-149
"[8, 7, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 4, 5, 7, 6]",2.165013599109068e-33,6.690015488721536e-35,3.142240333661975e-25,4.3889340272978267e-35,5.993183242597657e-35,1.4616556685587233e-31,3.1680549606404336e-31,3.6432381868378787e-23,1.1854438920970414e-33,8.266175793903824e-29
"[8, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 4, 5, 7]",2.165013599109068e-33,6.690015488723057e-35,3.1422403336612604e-25,4.388934027298825e-35,5.993183242596294e-35,1.4616556685590554e-31,3.1680549606404336e-31,3.6432381868370506e-23,1.1854438920970414e-33,8.266175793903824e-29
"[8, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 4, 3, 10, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 9, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 4, 3, 10]",3.723138009423864e-161,6.926829678941566e-158,1.3099303190022596e-159,5.510535355372131e-170,1.134862004682662e-158,1.4110700604203997e-162,2.1796050395197604e-154,6.505137774068354e-174,1.5914422964295667e-157,1.2189993630101566e-152
"[8, 4, 3, 2, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 9, 10, 11]",1.7730758794081923e-77,6.448581357335371e-79,3.2700493617597826e-92,4.4187331159703115e-59,5.713766196021131e-73,1.608384538252589e-64,1.130112042384822e-123,5.910245489117218e-47,3.430421116585145e-82,1.432807582656662e-102
"[8, 9, 10, 11, 12]",1.7730758794081923e-77,6.448581357335371e-79,3.2700493617582954e-92,4.418733115971316e-59,5.713766196021131e-73,1.6083845382529548e-64,1.130112042384822e-123,5.910245489115875e-47,3.430421116584365e-82,1.432807582656662e-102
"[8, 4, 3, 2, 11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 4, 3, 10, 13]",5.397875595501679e-157,1.389772139448652e-153,2.585791760159916e-155,9.314709019096306e-166,2.1110799543970812e-154,2.636251792022182e-158,4.0237759857002443e-150,1.1169227270874161e-169,2.847825719554071e-153,2.229076475241483e-148
"[8, 9, 10, 13]",1449.8188307386897,2006.3610682879219,1973.9918396041367,1690.3455686960704,1860.208506132969,1868.264281106471,1846.1032676762993,1716.9855057333946,1789.462128751527,1828.6116817461461
"[8, 9, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 7, 15, 9, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 7, 15]",1.0655413274735947e-163,2.3951444373046808e-99,5.397260328580192e-215,1.6520091890846865e-203,5.980293735827538e-104,2.3865660245929724e-193,3.518664933022886e-119,3.455704540354033e-162,1.1379188005913936e-160,2.0777716030579435e-143
"[8, 9, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 9, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 7, 15, 16]",3.9442030247455094e-103,6.477802239431433e-98,6.174953985263835e-129,7.012877968238734e-182,6.43570363764807e-80,2.6407165310248455e-165,1.5822102225259027e-90,1.9840579667161112e-79,6.068358418747726e-125,2.9962759184301495e-70
"[8, 7, 6, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
